"LineName"	"MaleParent"	"FemaleParent"
CP15-1381	Ho08-0709	CP06-2897
CP15-1382	Ho08-0709	CP06-2897
CP15-1383	CP08-2506	CP01-2459
CP15-1384	CP07-1824	CP01-2459
CP15-1385	CP02-2065	CP03-1341
CP15-1386	CP02-2065	CP03-1341
CP15-1387	CP02-2065	CP03-1341
CP15-1388	CP02-2065	CP03-1341
CP15-1389	CP06-2897	CP03-1341
CP15-1390	CP02-2281	CP84-1591
CP15-1391	CP02-2281	CP84-1591
CP15-1392	CP06-2897	CP84-1591
CP15-1393	CP06-2897	CP84-1591
CP15-1394	CP07-2317	CP84-1591
CP15-1395	CP07-2542	CP84-1591
CP15-1396	CP07-2542	CP84-1591
CP15-1397	CP95-1039	CP84-1591
CP15-1398	CP08-1139	CP05-1616
CP15-1399	CP08-1139	CP05-1616
CP15-1400	CP08-1139	CP05-1616
CP15-1401	CP08-1139	CP05-1616
CP15-1402	CP08-1139	CP05-1616
CP15-1403	CP08-1139	CP05-1616
CP15-1404	CP08-1139	CP05-1616
CP15-1405	CP08-1110	CP05-1616
CP15-1406	CP08-1110	CP05-1616
CP15-1407	CP08-1110	CP05-1616
CP15-1408	CP08-1110	CP05-1616
CP15-1409	CP08-1110	CP05-1616
CP15-1410	CP08-1110	CP05-1616
CP15-1411	CP08-1110	CP05-1616
CP15-1412	CP06-2664	CP05-1616
CP15-1413	CP06-2664	CP05-1616
CP15-1414	CP04-1367	CP05-1616
CP15-1415	CP04-1367	CP05-1616
CP15-1416	CP06-3040	CP05-1616
CP15-1417	CP06-3040	CP05-1616
CP15-1418	CP06-3040	CP05-1616
CP15-1419	CP06-3040	CP05-1616
CP15-1420	CP06-3040	CP05-1616
CP15-1421	CP06-3040	CP05-1616
CP15-1422	CP06-3025	CP05-1616
CP15-1423	CP06-3025	CP05-1616
CP15-1424	CP06-3025	CP05-1616
CP15-1425	CP06-3025	CP05-1616
CP15-1426	CP08-1553	CP05-1616
CP15-1427	CP08-1553	CP05-1616
CP15-1428	CP08-1553	CP05-1616
CP15-1429	CP08-1553	CP05-1616
CP15-1430	CP08-1553	CP05-1616
CP15-1431	CP08-2506	CP05-1616
CP15-1432	CP08-2506	CP05-1616
CP15-1433	CP08-2506	CP05-1616
CP15-1434	CP08-2506	CP05-1616
CP15-1435	CP08-2506	CP05-1616
CP15-1436	CP08-2506	CP05-1616
CP15-1437	CP04-1566	CP05-1616
CP15-1438	CP04-1566	CP05-1616
CP15-1439	CP04-1566	CP05-1616
CP15-1440	CP04-1566	CP05-1616
CP15-1441	CP04-1566	CP05-1616
CP15-1442	CP04-1566	CP05-1616
CP15-1443	CP04-1566	CP05-1616
CP15-1444	Ho09-0856	CP00-2188
CP15-1445	Ho09-0856	CP00-2188
CP15-1446	Ho09-0856	CP00-2188
CP15-1447	Ho09-0856	CP00-2188
CP15-1448	Ho09-0856	CP00-2188
CP15-1449	Ho09-0856	CP00-2188
CP15-1450	Ho09-0856	CP00-2188
CP15-1451	Ho09-0856	CP00-2188
CP15-1452	Ho09-0856	CP00-2188
CP15-1453	Ho08-0711	CP00-2188
CP15-1454	Ho08-0711	CP00-2188
CP15-1455	Ho08-0711	CP00-2188
CP15-1456	CP07-2460	CP80-1743
CP15-1457	CP07-2460	CP80-1743
CP15-1458	CP07-2460	CP80-1743
CP15-1459	CP08-2506	CP80-1743
CP15-1460	CP08-2506	CP80-1743
CP15-1461	CP08-2506	CP80-1743
CP15-1462	CP08-1110	CP80-1743
CP15-1463	CP08-1110	CP80-1743
CP15-1464	CP08-1110	CP80-1743
CP15-1465	CP08-1110	CP80-1743
CP15-1466	CP08-1110	CP80-1743
CP15-1467	CP08-1110	CP80-1743
CP15-1468	CP08-1110	CP80-1743
CP15-1469	CPCL97-2730	CP80-1743
CP15-1470	CPCL97-2730	CP80-1743
CP15-1471	CPCL97-2730	CP80-1743
CP15-1472	CPCL97-2730	CP80-1743
CP15-1473	CPCL97-2730	CP80-1743
CP15-1474	CPCL97-2730	CP80-1743
CP15-1475	CPCL97-2730	CP80-1743
CP15-1476	CPCL97-2730	CP80-1743
CP15-1477	CPCL97-2730	CP80-1743
CP15-1478	CP01-1205	CP08-1553
CP15-1479	CP01-1205	CP08-1553
CP15-1480	CP01-1205	CP08-1553
CP15-1481	CP01-1205	CP08-1553
CP15-1482	CP01-1205	CP08-1553
CP15-1483	CP01-1205	CP08-1553
CP15-1484	CP01-1205	CP08-1553
CP15-1485	CP01-1205	CP08-1553
CP15-1486	CP01-1205	CP08-1553
CP15-1487	CP01-1205	CP08-1553
CP15-1488	CP01-1205	CP08-1553
CP15-1489	CP01-1205	CP08-1553
CP15-1490	CP02-1985	CP08-1553
CP15-1491	CP02-1985	CP08-1553
CP15-1492	CP02-1985	CP08-1553
CP15-1493	CP02-1985	CP08-1553
CP15-1494	CP02-1985	CP08-1553
CP15-1495	CP02-1985	CP08-1553
CP15-1496	CP02-2281	CP08-1553
CP15-1497	CP02-2281	CP08-1553
CP15-1498	CP02-2281	CP08-1553
CP15-1499	CP02-2281	CP08-1553
CP15-1500	CP02-2281	CP08-1553
CP15-1501	CP02-2281	CP08-1553
CP15-1502	CP04-1367	CP08-1553
CP15-1503	CP04-1367	CP08-1553
CP15-1504	CP06-2495	CP08-1553
CP15-1505	CP06-2495	CP08-1553
CP15-1506	CP06-2495	CP08-1553
CP15-1507	CP06-2495	CP08-1553
CP15-1508	CP06-2495	CP08-1553
CP15-1509	CP06-2495	CP08-1553
CP15-1510	CP06-2495	CP08-1553
CP15-1511	CP06-2495	CP08-1553
CP15-1512	CP07-2542	CP08-1553
CP15-1513	CP07-2542	CP08-1553
CP15-1514	CP07-2542	CP08-1553
CP15-1515	CP07-2542	CP08-1553
CP15-1516	CP07-2542	CP08-1553
CP15-1517	CP07-2542	CP08-1553
CP15-1518	CP95-1039	CP08-1553
CP15-1519	CP95-1039	CP08-1553
CP15-1520	CP02-1985	CP06-2335
CP15-1521	CP02-1985	CP06-2335
CP15-1522	CP02-1985	CP06-2335
CP15-1523	CP02-2281	CP06-2335
CP15-1524	CP02-2281	CP06-2335
CP15-1525	CP02-2281	CP06-2335
CP15-1526	CP02-2281	CP06-2335
CP15-1527	CP02-2281	CP06-2335
CP15-1528	CP02-2281	CP06-2335
CP15-1529	CP02-2281	CP06-2335
CP15-1530	CP07-1118	CP06-2335
CP15-1531	CP07-2460	CP06-2335
CP15-1532	CP08-1878	CP06-2335
CP15-1533	CP08-1878	CP06-2335
CP15-1534	CP08-1878	CP06-2335
CP15-1535	CP08-1878	CP06-2335
CP15-1536	CP08-1878	CP06-2335
CP15-1537	CP08-1878	CP06-2335
CP15-1538	CP08-1878	CP06-2335
CP15-1539	CP08-1878	CP06-2335
CP15-1540	CP06-3040	CP06-2335
CP15-1541	CP06-3040	CP06-2335
CP15-1542	CP06-3040	CP06-2335
CP15-1543	CP04-1250	CP95-1039
CP15-1544	CP92-1200	CP95-1039
CP15-1545	CP92-1200	CP95-1039
CP15-1546	CP92-1200	CP95-1039
CP15-1547	CP92-1200	CP95-1039
CP15-1548	CP92-1200	CP95-1039
CP15-1549	CP92-1200	CP06-2897
CP15-1550	CP92-1200	CP06-2897
CP15-1551	CP92-1200	CP06-2897
CP15-1552	CP84-1591	CP06-2897
CP15-1553	CP84-1591	CP06-2897
CP15-1554	CP72-1210	CP03-1401
CP15-1555	CP72-1210	CP03-1401
CP15-1556	CP02-2281	CP04-2166
CP15-1557	CP02-2281	CP04-2166
CP15-1558	CP00-2188	CP80-1743
CP15-1559	CP00-2188	CP80-1743
CP15-1560	CP07-2331	CP95-1039
CP15-1561	CP07-2331	CP95-1039
CP15-1562	CP02-1985	CP08-2173
CP15-1563	CP02-1985	CP08-2173
CP15-1564	CP02-1985	CP08-2173
CP15-1565	CP02-1985	CP08-2173
CP15-1566	CP02-1985	CP08-2173
CP15-1567	CP02-1985	CP08-2173
CP15-1568	CP02-1985	CP08-2173
CP15-1569	CP02-1985	CP08-2173
CP15-1570	CP02-1985	CP08-2173
CP15-1571	CP02-1985	CP08-2173
CP15-1572	CP02-1985	CP08-2173
CP15-1573	CP02-1985	CP08-2173
CP15-1574	CP02-1985	CP08-2173
CP15-1575	CP02-1985	CP08-2173
CP15-1576	CP02-1985	CP08-2173
CP15-1577	CP92-1167	CP08-2173
CP15-1578	CP92-1167	CP08-2173
CP15-1579	CP92-1167	CP08-2173
CP15-1580	CP92-1167	CP08-2173
CP15-1581	CP92-1167	CP08-2173
CP15-1582	CP92-1167	CP08-2173
CP15-1583	CP92-1167	CP08-2173
CP15-1584	CP92-1167	CP08-2173
CP15-1585	CP92-1167	CP08-2173
CP15-1586	CP92-1167	CP08-2173
CP15-1587	CP92-1167	CP08-2173
CP15-1588	CP03-1160	CP08-2173
CP15-1589	Ho08-0711	CP08-2173
CP15-1590	Ho08-0711	CP08-2173
CP15-1591	Ho08-0711	CP08-2173
CP15-1592	Ho08-0711	CP08-2173
CP15-1593	Ho09-9623	CP08-2173
CP15-1594	CP07-2331	CP08-1878
CP15-1595	Ho08-0730	CP04-2166
CP15-1596	CP02-2281	CP01-2390
CP15-1597	CP06-2897	CP01-2390
CP15-1598	CP06-2897	CP01-2390
CP15-1599	CP06-2897	CP01-2390
CP15-1600	CP06-2897	CP01-2390
CP15-1601	CP06-2897	CP01-2390
CP15-1602	CP06-2897	CP01-2390
CP15-1603	CP06-2897	CP01-2390
CP15-1604	CP03-1912	CP08- 1553
CP15-1605	CP07-2542	CP08- 1553
CP15-1606	CP08-1183	CP08- 1553
CP15-1607	CP08-1183	CP08- 1553
CP15-1608	CP08-1183	CP08- 1553
CP15-1609	CP08-1183	CP08- 1553
CP15-1610	CP08-1183	CP08- 1553
CP15-1611	CP08-1183	CP08- 1553
CP15-1612	CP08-1183	CP08- 1553
CP15-1613	CP08-1183	CP08- 1553
CP15-1614	CP08-1183	CP08- 1553
CP15-1615	CP08-1183	CP08- 1553
CP15-1616	CP08-1183	CP08- 1553
CP15-1617	HoCP09-0808	CP95-1039
CP15-1618	Ho08-0711	CP95-1039
CP15-1619	Ho10-9626	CP95-1039
CP15-1620	CP07-1118	CP95-1039
CP15-1621	Ho10-0925	CP84-1198
CP15-1622	Ho10-0925	CP84-1198
CP15-1623	CP07-2317	CG05-1024
CP15-1624	Ho08-0711	CP03-2390
CP15-1625	Ho08-0711	CP03-2390
CP15-1626	Ho10-0925	CP03-2390
CP15-1627	CP92-1167	POLY12-29
CP15-1628	CP92-1167	POLY12-29
CP15-1629	CP80-1743	POLY12-29
CP15-1630	CPCL02-8021	POLY12-29
CP15-1631	CP89-2377	POLY12-29
CP15-1632	CP89-2377	POLY12-29
CP15-1633	CPCL00-4027	POLY12-29
CP15-1634	CP03-1094	POLY12-29
CP15-1635	CP03-1094	POLY12-29
CP15-1636	CP03-1094	POLY12-29
CP15-1637	CP03-1094	POLY12-29
CP15-1638	CP03-1094	POLY12-29
CP15-1639	CP03-1094	POLY12-29
CP15-1640	CP03-1094	POLY12-29
CP15-1641	CP03-1094	POLY12-29
CP15-1642	CP03-1912	CP01-2390
CP15-1643	CP03-1912	CP01-2390
CP15-1644	CP03-1912	CP01-2390
CP15-1645	CP03-1912	CP01-2390
CP15-1646	CP03-1401	CP01-2390
CP15-1647	CP06-2170	CP01-2390
CP15-1648	CP07-2320	CP01-2390
CP15-1649	CP07-2320	CP01-2390
CP15-1650	CP03-1160	CP01-2390
CP15-1651	CP03-1160	CP01-2390
CP15-1652	CP03-1160	CP01-2390
CP15-1653	CP03-1160	CP01-2390
CP15-1654	CP06-3040	CP01-2390
CP15-1655	CP06-3040	CP01-2390
CP15-1656	CP08-1553	CP06-2335
CP15-1657	CP08-1553	CP06-2335
CP15-1658	CP08-1553	CP06-2335
CP15-1659	CP08-1553	CP06-2335
CP15-1660	CP08-1553	CP06-2335
CP15-1661	CP08-1553	CP06-2335
CP15-1662	CP84-1591	CP06-2335
CP15-1663	CP75-1632	CP07-2547
CP15-1664	CP08-1117	CP07-2547
CP15-1665	CP08-1117	CP07-2547
CP15-1666	CP08-1117	CP07-2547
CP15-1667	CP08-1117	CP07-2547
CP15-1668	CP08-1117	CP07-2547
CP15-1669	CP08-1117	CP07-2547
CP15-1670	CP08-1117	CP07-2547
CP15-1671	CP08-1117	CP07-2547
CP15-1672	CP08-1117	CP07-2547
CP15-1673	CP08-1382	CP07-2547
CP15-1674	CP08-1553	CP07-2547
CP15-1675	CP08-1553	CP07-2547
CP15-1676	CP08-1553	CP07-2547
CP15-1677	CP08-1553	CP07-2547
CP15-1678	CP08-1553	CP07-2547
CP15-1679	CP08-1553	CP07-2547
CP15-1680	CP08-1553	CP07-2547
CP15-1681	CP08-1553	CP07-2547
CP15-1682	CP08-1553	CP07-2547
CP15-1683	CP08-1553	CP07-2547
CP15-1684	CP08-1553	CP07-2547
CP15-1685	CP08-1553	CP07-2547
CP15-1686	CP08-1553	CP07-2547
CP15-1687	CP08-1553	CP07-2547
CP15-1688	CP08-1553	CP07-2547
CP15-1689	CP84-1198	CP07-2547
CP15-1690	CP84-1198	CP07-2547
CP15-1691	CP84-1198	CP07-2547
CP15-1692	CP84-1198	CP07-2547
CP15-1693	CP84-1198	CP07-2547
CP15-1694	CP84-1198	CP07-2547
CP15-1695	CP84-1198	CP07-2547
CP15-1696	CP84-1591	CP07-2547
CP15-1697	CP84-1591	CP07-2547
CP15-1698	CP84-1591	CP07-2547
CP15-1699	CP92-1167	CP07-2547
CP15-1700	CP92-1167	CP07-2547
CP15-1701	CP92-1167	CP07-2547
CP15-1702	CP92-1167	CP07-2547
CP15-1703	CP92-1167	CP07-2547
CP15-1704	CP92-1167	CP07-2547
CP15-1705	CP92-1167	CP07-2547
CP15-1706	CP92-1167	CP07-2547
CP15-1707	CP92-1167	CP07-2547
CP15-1708	CP92-1167	CP07-2547
CP15-1709	CP92-1167	CP07-2547
CP15-1710	CP92-1167	CP07-2547
CP15-1711	CP92-1167	CP07-2547
CP15-1712	CP92-1167	CP07-2547
CP15-1713	CP92-1167	CP07-2547
CP15-1714	CP92-1167	CP07-2547
CP15-1715	CP92-1167	CP07-2547
CP15-1716	CP92-1167	CP07-2547
CP15-1717	CP92-1167	CP07-2547
CP15-1718	CP92-1167	CP07-2547
CP15-1719	CP92-1167	CP07-2547
CP15-1720	CP92-1167	CP07-2547
CP15-1721	CP08-1117	CP95-1039
CP15-1722	CP08-1553	CP95-1039
CP15-1723	CP08-1553	CP95-1039
CP15-1724	CP08-1553	CP95-1039
CP15-1725	CP08-1553	CP95-1039
CP15-1726	CP08-1553	CP95-1039
CP15-1727	CP08-1553	CP95-1039
CP15-1728	CP08-1553	CP95-1039
CP15-1729	CP08-1553	CP95-1039
CP15-1730	CP08-1878	CP95-1039
CP15-1731	CP08-1878	CP95-1039
CP15-1732	CP08-1878	CP95-1039
CP15-1733	CP08-2173	CP95-1039
CP15-1734	CP08-2173	CP95-1039
CP15-1735	CP08-2173	CP95-1039
CP15-1736	CP08-2173	CP95-1039
CP15-1737	CP89-2377	CP95-1039
CP15-1738	CP89-2377	CP95-1039
CP15-1739	CP07-1278	CP01-2390
CP15-1740	CP07-1278	CP01-2390
CP15-1741	CP07-1278	CP01-2390
CP15-1742	CP07-2460	CP01-2390
CP15-1743	CP07-2460	CP01-2390
CP15-1744	CP07-2460	CP01-2390
CP15-1745	CP00-2188	CP88-1762
CP15-1746	CP00-2188	CP88-1762
CP15-1747	CP00-2188	CP88-1762
CP15-1748	CP00-2188	CP88-1762
CP15-1749	CP04-1367	CP88-1762
CP15-1750	CP07-2460	CP88-1762
CP15-1751	CP07-2460	CP88-1762
CP15-1752	CP07-2460	CP88-1762
CP15-1753	CP03-1912	CP95-1039
CP15-1754	CP06-2897	CP95-1039
CP15-1755	CP06-2897	CP95-1039
CP15-1756	CP06-2897	CP95-1039
CP15-1757	CP06-3025	CP95-1039
CP15-1758	CP06-3025	CP95-1039
CP15-1759	CP06-3025	CP95-1039
CP15-1760	CP06-3025	CP95-1039
CP15-1761	CP06-3025	CP95-1039
CP15-1762	CP06-3025	CP95-1039
CP15-1763	CP06-3025	CP95-1039
CP15-1764	CP07-1313	CP95-1039
CP15-1765	CP07-1313	CP95-1039
CP15-1766	CP07-1313	CP95-1039
CP15-1767	CP07-1313	CP95-1039
CP15-1768	CP07-2460	CP95-1039
CP15-1769	CP07-2460	CP95-1039
CP15-1770	CP07-2460	CP95-1039
CP15-1771	CP92-1200	POLY12-31
CP15-1772	CP92-1200	POLY12-31
CP15-1773	CP92-1200	POLY12-31
CP15-1774	CP92-1200	POLY12-31
CP15-1775	CP92-1200	POLY12-31
CP15-1776	CP92-1200	POLY12-31
CP15-1777	CP88-1762	POLY12-31
CP15-1778	CP88-1762	POLY12-31
CP15-1779	CP88-1762	POLY12-31
CP15-1780	CP99-1896	POLY12-31
CP15-1781	CP03-1912	POLY12-31
CP15-1782	CP10-2508	POLY12-31
CP15-1783	CP10-2508	POLY12-31
CP15-1784	CP10-2508	POLY12-31
CP15-1785	CP10-2508	POLY12-31
CP15-1786	CP10-2508	POLY12-31
CP15-1787	CP10-2508	POLY12-31
CP15-1788	CP10-2508	POLY12-31
CP15-1789	CP10-2508	POLY12-31
CP15-1790	CP10-2508	POLY12-31
CP15-1791	CP10-2508	POLY12-31
CP15-1792	CP95-1039	POLY12-31
CP15-1793	CP75-1632	CP03-1098
CP15-1794	CP75-1632	CP03-1098
CP15-1795	CP07-1278	CP84-1198
CP15-1796	CP07-1278	CP84-1198
CP15-1797	CP07-1278	CP84-1198
CP15-1798	CP01-1338	CP84-1198
CP15-1799	CP01-1338	CP84-1198
CP15-1800	CP01-1338	CP84-1198
CP15-1801	CP04-1367	CP84-1198
CP15-1802	CP07-1576	CP84-1198
CP15-1803	CP07-1576	CP84-1198
CP15-1804	CP07-1576	CP84-1198
CP15-1805	CP07-1576	CP84-1198
CP15-1806	CP07-1576	CP84-1198
CP15-1807	CP07-1576	CP84-1198
CP15-1808	CP07-1576	CP84-1198
CP15-1809	CP07-1576	CP84-1198
CP15-1810	CP07-1576	CP84-1198
CP15-1811	CP01-1205	CP84-1198
CP15-1812	CP01-1205	CP84-1198
CP15-1813	CP01-1205	CP84-1198
CP15-1814	CP01-1205	CP84-1198
CP15-1815	CP01-1205	CP84-1198
CP15-1816	CP01-1205	CP84-1198
CP15-1817	CP01-1205	CP84-1198
CP15-1818	CP01-1205	CP84-1198
CP15-1819	CP01-1205	CP84-1198
CP15-1820	CP01-1205	CP84-1198
CP15-1821	CP01-1205	CP84-1198
CP15-1822	CP01-1205	CP84-1198
CP15-1823	CP07-2331	CP84-1198
CP15-1824	CP07-2331	CP84-1198
CP15-1825	CP07-2331	CP84-1198
CP15-1826	CP07-2331	CP84-1198
CP15-1827	CP08-1117	CP84-1198
CP15-1828	CP08-1117	CP84-1198
CP15-1829	CP08-1117	CP84-1198
CP15-1830	CP08-1117	CP84-1198
CP15-1831	CP08-1117	CP84-1198
CP15-1832	CP08-1110	CP84-1198
CP15-1833	CP08-1110	CP84-1198
CP15-1834	CP08-1553	CP84-1198
CP15-1835	CP08-1553	CP84-1198
CP15-1836	CP10-2508	CP84-1198
CP15-1837	CPCL97-2730	CP84-1198
CP15-1838	CPCL97-2730	CP84-1198
CP15-1839	CPCL97-2730	CP84-1198
CP15-1840	CPCL97-2730	CP84-1198
CP15-1841	CPCL97-2730	CP84-1198
CP15-1842	CP04-1935	POLY12-32
CP15-1843	CP08-2506	POLY12-32
CP15-1844	CPCL97-2730	POLY12-32
CP15-1845	CPCL97-2730	POLY12-32
CP15-1846	CP02-1985	POLY12-32
CP15-1847	CL88-5189	POLY12-32
CP15-1848	CP95-1039	POLY12-32
CP15-1849	CP07-2460	CP84-1198
CP15-1850	CP07-2460	CP84-1198
CP15-1851	CP07-2460	CP84-1198
CP15-1852	CP07-2460	CP84-1198
CP15-1853	CP07-2460	CP84-1198
CP15-1854	CP57-0614	CP04-2166
CP15-1855	CP75-1632	CP04-2166
CP15-1856	CP75-1632	CP04-2166
CP15-1857	CP75-1632	CP04-2166
CP15-1858	CP04-2203	CL88-2747
CP15-1859	CP04-2203	CL88-2747
CP15-1860	CP04-2203	CL88-2747
CP15-1861	CP07-2331	CL88-2747
CP15-1862	CP00-1830	CP06-2335
CP15-1863	CP00-1830	CP06-2335
CP15-1864	CP04-2203	CP06-2335
CP15-1865	CP06-2170	CP06-2335
CP15-1866	CP06-2170	CP06-2335
CP15-1867	CP06-2170	CP06-2335
CP15-1868	CP07-1576	CP06-2335
CP15-1869	CP07-1576	CP06-2335
CP15-1870	CP07-2331	CP06-2335
CP15-1871	CP57-0614	CP06-2335
CP15-1872	CP57-0614	CP06-2335
CP15-1873	CP08-2173	CP03-1094
CP15-1874	CP08-2173	CP03-1094
CP15-1875	CP08-2173	CP03-1094
CP15-1876	CP08-2173	CP03-1094
CP15-1877	CP08-1382	CP05-1526
CP15-1878	CP08-1382	CP05-1526
CP15-1879	CP08-1382	CP05-1526
CP15-1880	CP08-1382	CP05-1526
CP15-1881	L10-0148	Ho06-0530
CP15-1882	CP57-0614	POLY12-34
CP15-1883	CP57-0614	POLY12-34
CP15-1884	CP57-0614	POLY12-34
CP15-1885	CP07-1278	POLY12-34
CP15-1886	CP07-1278	POLY12-34
CP15-1887	CP84-1198	POLY12-34
CP15-1888	CP07-1533	POLY12-34
CP15-1889	CP07-2331	POLY12-34
CP15-1890	CP07-2331	POLY12-34
CP15-1891	CP07-2331	POLY12-34
CP15-1892	CP07-2331	POLY12-34
CP15-1893	CP07-2331	POLY12-34
CP15-1894	CP07-2331	POLY12-34
CP15-1895	CP07-2331	POLY12-34
CP15-1896	CP02-2281	POLY12-35
CP15-1897	CP02-2281	POLY12-35
CP15-1898	CP89-2377	POLY12-35
CP15-1899	CP07-1118	CP88-1762
CP15-1900	CP07-1118	CP88-1762
CP15-1901	CP06-2170	CPCL06-3432
CP15-1902	CP07-2331	CP88-1762
CP15-1903	CP07-2552	CP88-1762
CP15-1904	CP07-2552	CP88-1762
CP15-1905	CP07-2552	CP88-1762
CP15-1906	CP07-2552	CP88-1762
CP15-1907	CP07-2552	CP88-1762
CP15-1908	CP07-2552	CP88-1762
CP15-1909	CP03-1094	CP88-1762
CP15-1910	CP03-1094	CP88-1762
CP15-1911	CP03-1094	CP88-1762
CP15-1912	CP03-1094	CP88-1762
CP15-1913	CP03-1094	CP88-1762
CP15-1914	CP03-1094	CP88-1762
CP15-1915	CP03-1094	CP88-1762
CP15-1916	CP03-1094	CP88-1762
CP15-1917	CP03-1094	CP88-1762
CP15-1918	CP03-1094	CP88-1762
CP15-1919	CP00-1830	CP88-1762
CP15-1920	CP07-1576	CP88-1762
CP15-1921	CP07-1576	CP88-1762
CP15-1922	CP01-2390	CP89-2143
CP15-1923	CL83-4266	CP08-1965
CP15-1924	CL83-4266	CP03-1341
CP15-1925	CP08-1183	CP08-1553
CP15-1926	CP08-1183	CP08-1553
CP15-1927	CP09-2385	CP08-1553
CP15-1928	CP09-2385	CP08-1553
CP15-1929	CP92-1167	CP08-1553
CP15-1930	CP92-1167	CP08-1553
CP15-1931	CP92-1167	CP08-1553
CP15-1932	CP92-1167	CP08-1553
CP15-1933	CP04-1250	CP08-1553
CP15-1934	CP04-1250	CP08-1553
CP15-1935	CP04-1250	CP08-1553
CP15-1936	CP04-1250	CP08-1553
CP15-1937	CP04-1250	CP08-1553
CP15-1938	CP04-1250	CP08-1553
CP15-1939	CP04-1250	CP08-1553
CP15-1940	CG00-0033	CP03-1341
CP15-1941	CG00-0033	CP03-1341
CP15-1942	CG00-0033	CP03-1341
CP15-1943	CP08-1965	CP07-2317
CP15-1944	CP08-1965	CP07-2317
CP15-1945	CP08-1965	CP07-2317
CP15-1946	CP08-1965	CP07-2317
CP15-1947	CP09-1132	CP03-1341
CP15-1948	CP09-1132	CP03-1341
CP15-1949	CP07-2046	CP06-2897
CP15-1950	CP07-2046	CP06-2897
CP15-1951	CP07-2046	CP06-2897
CP15-1952	CP07-2046	CP06-2897
CP15-1953	CP07-2046	CP06-2897
CP15-1954	CP09-2002	CP08-1553
CP15-1955	CP09-2002	CP08-1553
CP15-1956	CP09-2002	CP08-1553
CP15-1957	CP09-2002	CP08-1553
CP15-1958	CP09-2002	CP08-1553
CP15-1959	CP09-2002	CP08-1553
CP15-1960	CP06-2664	CP08-1553
CP15-1961	CP06-2664	CP08-1553
CP15-1962	CP06-2664	CP08-1553
CP15-1963	CP07-2046	CP08-1965
CP15-1964	CP07-2046	CP08-1965
CP15-1965	CP07-2046	CP08-1965
CP15-1966	CP07-2046	CP08-1965
CP15-1967	CP07-2046	CP08-1965
CP15-1968	CP07-2046	CP08-1965
CP15-1969	CG00-0033	CPCL02-8021
CP15-1970	CP06-2897	CPCL02-8021
CP15-1971	CP06-2897	CPCL02-8021
CP15-1972	CP07-2317	CPCL02-8021
CP15-1973	CP08-1553	CPCL02-8021
CP15-1974	CP08-1553	CPCL02-8021
CP15-1975	CP08-1553	CPCL02-8021
CP15-1976	CP08-1553	CPCL02-8021
CP15-1977	CP08-1553	CPCL02-8021
CP15-1978	CP08-1553	CPCL02-8021
CP15-1979	CP08-1553	CPCL02-8021
CP15-1980	CP08-1553	CPCL02-8021
CP15-1981	CP08-1553	CPCL02-8021
CP15-1982	CP08-1553	CPCL02-8021
CP15-1983	CP08-1553	CPCL02-8021
CP15-1984	CP08-1553	CPCL02-8021
CP15-1985	CP08-1965	CPCL02-8021
CP15-1986	CP08-1965	CPCL02-8021
CP15-1987	CP08-1965	CPCL02-8021
CP15-1988	CP08-1965	CPCL02-8021
CP15-1989	CP08-1553	CP07-2317
CP15-1990	CP08-1553	CP07-2317
CP15-1991	CP08-1553	CP07-2317
CP15-1992	CP08-1553	CP07-2317
CP15-1993	CP08-1995	CP07-2317
CP15-1994	CP08-1995	CP07-2317
CP15-1995	CP08-1995	CP07-2317
CP15-1996	CP08-2022	CP07-2317
CP15-1997	CP08-2022	CP07-2317
CP15-1998	CP08-2022	CP07-2317
CP15-1999	CP08-2022	CP07-2317
CP15-2000	CP09-1132	CP07-2317
CP15-2001	CP09-1132	CP07-2317
CP15-2002	CP09-1132	CP07-2317
CP15-2003	CP09-1132	CP07-2317
CP15-2004	CP09-1132	CP07-2317
CP15-2005	CP09-4666	CP07-2317
CP15-2006	CP08-1965	CP06-2897
CP15-2007	CP08-1965	CP06-2897
CP15-2008	CP08-1965	CP06-2897
CP15-2009	CL75-0853	CP05-1616
CP15-2010	CL75-0853	CP05-1616
CP15-2011	CP06-2897	CP05-1616
CP15-2012	CP06-2897	CP05-1616
CP15-2013	CP06-2897	CP05-1616
CP15-2014	CP04-1250	CP05-1616
CP15-2015	CP04-1250	CP05-1616
CP15-2016	CP04-1250	CP05-1616
CP15-2017	CP04-1250	CP05-1616
CP15-2018	CP04-1250	CP05-1616
CP15-2019	CP04-1250	CP08-1553
CP15-2020	CP08-1965	CP06-2897
CP15-2021	CP08-2506	CP06-2897
CP15-2022	CP08-2506	CP06-2897
CP15-2023	CPCL02-8021	CP06-2897
CP15-2024	CPCL02-8021	CP06-2897
CP15-2025	CPCL02-8021	CP06-2897
CP15-2026	CPCL02-8021	CP06-2897
CP15-2027	CP06-2897	CP08-1553
CP15-2028	CP06-2897	CP08-1553
CP15-2029	CP06-2897	CP08-1553
CP15-2030	CP06-2897	CP08-1553
CP15-2031	CP06-2897	CP08-1553
CP15-2032	CP06-2897	CP08-1553
CP15-2033	CP06-2897	CP08-1553
CP15-2034	CP06-2897	CP08-1553
CP15-2035	CP06-2897	CP08-1553
CP15-2036	CP07-1618	CP08-1553
CP15-2037	CP09-1952	CP08-1553
CP15-2038	CP09-1952	CP08-1553
CP15-2039	CP94-2059	CP08-1553
